Rk,Player,Age,Tm,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,bbref_id,Player_clean,salary_2025_26,salary_imputed
532,Harrison Ingram,22,SAS,SF,5,0,35,10.9,0.5,0.25,0.0,6.1,21.5,13.8,10.6,4.1,0.0,20.0,6.1,0.0,0.1,0.1,0.093,-3.6,2.4,-1.2,0.0,,ingraha01,harrison ingram,600000.0,True
124,Haywood Highsmith,28,MIA,SF,74,42,1818,9.9,0.583,0.596,0.11,4.4,10.8,7.7,8.4,1.9,2.0,11.6,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,,highsha01,haywood highsmith,5616000.0,False
337,Herbert Jones,26,NOP,SF,20,20,648,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,,joneshe01,herbert jones,13937574.0,False
401,Hunter Tyson,24,DEN,PF,51,2,400,9.0,0.506,0.617,0.233,7.2,13.9,10.7,6.1,1.2,1.3,9.6,15.5,0.1,0.3,0.4,0.047,-3.3,-1.5,-4.8,-0.3,,tysonhu01,hunter tyson,2221677.0,False
282,Immanuel Quickley,25,TOR,PG,33,33,918,17.5,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,1.8,0.6,2.5,0.128,3.2,-1.0,2.2,1.0,,quickim01,immanuel quickley,32500000.0,False
430,Isaac Jones,24,SAC,PF,40,0,304,15.2,0.678,0.096,0.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,0.115,-0.9,-0.8,-1.7,0.0,,jonesis01,isaac jones,1955377.0,False
261,Isaac Okoro,24,CLE,SG,55,22,1053,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8.0,1.5,1.4,7.4,12.5,1.5,1.0,2.5,0.115,-1.1,0.6,-0.5,0.4,,okorois01,isaac okoro,11000000.0,False
119,Isaiah Collier,20,UTA,PG,71,46,1839,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25.0,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,,colliis01,isaiah collier,2638200.0,False
524,Isaiah Crawford,23,SAC,SF,15,0,46,9.2,0.509,0.455,0.364,2.4,17.1,9.7,2.8,1.1,4.3,7.3,12.9,0.0,0.0,0.0,0.037,-3.4,-0.7,-4.1,0.0,,crawfis01,isaiah crawford,600000.0,True
163,Isaiah Hartenstein,26,OKC,C,57,53,1590,18.9,0.599,0.04,0.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1,,harteis01,isaiah hartenstein,28500000.0,False
503,Isaiah Jackson,23,IND,C,5,1,84,18.2,0.6,0.0,0.609,14.7,22.3,18.6,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.153,-1.0,1.8,0.8,0.1,,jacksis01,isaiah jackson,600000.0,True
159,Isaiah Joe,25,OKC,SG,74,16,1604,14.0,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4,,joeis01,isaiah joe,12362338.0,False
551,Isaiah Mobley,25,PHI,PF,1,0,17,17.2,0.381,0.429,0.286,6.4,20.8,13.3,41.8,2.9,5.8,0.0,20.2,0.0,0.0,0.0,0.119,0.0,4.8,4.7,0.0,,mobleis01,isaiah mobley,600000.0,True
563,Isaiah Stevens,24,MIA,PG,3,0,6,0.1,0.0,0.5,0.0,0.0,36.5,18.4,0.0,8.3,0.0,0.0,14.8,0.0,0.0,0.0,-0.196,-19.5,7.7,-11.8,0.0,,steveis01,isaiah stevens,600000.0,True
186,Isaiah Stewart,23,DET,C,72,4,1434,14.6,0.616,0.168,0.276,10.1,20.6,15.4,11.3,0.9,6.7,16.1,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9,,stewais01,isaiah stewart,15000000.0,False
436,Isaiah Wong,24,CHO,SG,20,0,265,10.9,0.5,0.314,0.324,5.5,7.4,6.4,16.5,2.0,0.0,13.0,22.1,-0.1,0.1,0.1,0.01,-2.9,-1.0,-4.0,-0.1,,wongis01,isaiah wong,1200000.0,True
13,Ivica Zubac,27,LAC,C,80,80,2624,22.3,0.641,0.0,0.251,13.1,30.2,21.8,12.8,1.0,3.4,10.8,19.5,7.0,4.7,11.7,0.215,2.3,0.8,3.1,3.4,DPOY-6DEF2,zubaciv01,ivica zubac,18102000.0,False
176,Ja Morant,25,MEM,PG,50,50,1519,19.3,0.563,0.321,0.359,2.4,11.8,7.1,36.0,1.9,0.7,15.2,32.2,2.0,1.5,3.5,0.112,3.1,-0.7,2.4,1.7,,moranja01,ja morant,39446090.0,False
144,Jabari Smith Jr.,21,HOU,PF,57,39,1716,12.6,0.562,0.489,0.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,1.9,2.2,4.2,0.117,-0.8,0.1,-0.7,0.6,,smithja05,jabari smith jr,12350392.0,False
320,Jabari Walker,22,POR,SF,60,1,749,15.0,0.601,0.314,0.31,8.3,22.6,15.3,7.2,2.1,0.7,11.6,16.3,1.0,1.0,2.0,0.128,-1.2,0.5,-0.8,0.2,,walkeja01,jabari walker,1200000.0,True
528,Jack McVeigh,28,HOU,PF,9,0,43,4.0,0.412,0.765,0.0,4.9,7.6,6.2,3.0,0.0,4.2,10.5,18.2,-0.1,0.0,0.0,-0.031,-4.8,-3.0,-7.7,-0.1,,mcveija01,jack mcveigh,600000.0,True
522,Jackson Rowe,28,GSW,PF,6,0,52,15.9,0.56,0.588,0.353,6.0,17.0,11.4,11.1,3.7,0.0,4.8,16.7,0.1,0.1,0.2,0.153,-0.5,1.5,1.0,0.0,,roweja01,jackson rowe,600000.0,True
505,Jacob Toppin,24,2TM,SF,17,0,76,9.2,0.523,0.455,0.0,4.5,17.9,11.2,10.2,1.3,0.0,12.0,13.9,0.0,0.1,0.0,0.03,-1.8,-0.8,-2.6,0.0,,toppija01,jacob toppin,600000.0,True
285,Jaden Hardy,22,DAL,SG,57,3,907,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,,hardyja02,jaden hardy,6000000.0,False
289,Jaden Ivey,22,DET,SG,30,30,898,14.7,0.569,0.373,0.281,5.0,10.3,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.8,1.2,0.062,0.8,-0.8,0.0,0.5,,iveyja01,jaden ivey,10107163.0,False
15,Jaden McDaniels,24,MIN,PF,82,82,2614,13.3,0.562,0.363,0.153,5.6,14.2,10.0,9.0,2.1,2.6,9.6,16.3,2.3,3.9,6.3,0.115,-1.4,1.4,0.0,1.4,,mcdanja02,jaden mcdaniels,24858622.0,False
415,Jaden Springer,22,2TM,PG,43,2,365,10.7,0.511,0.533,0.422,5.1,12.1,8.6,12.1,3.2,1.0,13.0,14.3,0.1,0.4,0.5,0.07,-4.3,1.6,-2.7,-0.1,,sprinja01,jaden springer,1200000.0,True
495,Jae Crowder,34,SAC,PF,9,2,103,6.6,0.467,0.682,0.273,6.5,15.3,10.9,7.1,1.4,0.0,14.0,12.0,0.0,0.1,0.1,0.026,-3.8,-0.5,-4.3,-0.1,,crowdja01,jae crowder,600000.0,True
353,Jae'Sean Tate,29,HOU,SF,52,2,588,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,,tateja01,jaesean tate,1200000.0,True
569,Jahlil Okafor,29,IND,C,1,0,3,13.8,,,,0.0,36.8,18.6,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.196,2.5,4.9,7.5,0.0,,okafoja01,jahlil okafor,600000.0,True
540,Jahmir Young,24,CHI,PG,6,0,30,16.8,0.935,0.4,0.4,3.6,6.9,5.2,26.2,0.0,0.0,14.5,9.6,0.1,0.0,0.1,0.22,1.2,-0.8,0.5,0.0,,youngja05,jahmir young,600000.0,True
200,Jaime Jaquez Jr.,23,MIA,SF,66,17,1368,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1.0,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,,jaqueja01,jaime jaquez jr,3861600.0,False
206,Jake LaRavia,23,2TM,PF,66,0,1349,12.6,0.591,0.421,0.341,7.2,13.3,10.3,14.6,2.2,1.6,18.2,14.4,1.4,1.5,2.9,0.104,-0.8,1.1,0.2,0.8,,laravja01,jake laravia,1200000.0,True
148,Jakob Poeltl,29,TOR,C,57,56,1686,20.0,0.641,0.005,0.249,11.7,23.3,17.4,14.5,1.9,4.0,14.7,18.7,3.0,2.5,5.5,0.158,0.7,1.3,2.0,1.7,,poeltja01,jakob poeltl,19500000.0,False
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,10.8,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3.0,-0.3,,walteja01,jakobe walter,3638160.0,False
539,Jalen Bridges,23,PHO,SF,8,0,30,-0.1,0.514,1.0,0.571,0.0,14.5,7.4,0.0,0.0,0.0,31.3,18.8,-0.1,0.0,-0.1,-0.178,-7.8,-4.7,-12.5,-0.1,,bridgja01,jalen bridges,600000.0,True
40,Jalen Brunson,28,NYK,PG,65,65,2301,21.6,0.605,0.331,0.373,1.4,7.9,4.7,32.3,1.3,0.3,10.5,29.5,6.8,1.4,8.3,0.172,4.7,-1.3,3.3,3.1,MVP-10CPOY-1ASNBA2,brunsja01,jalen brunson,34944001.0,False
85,Jalen Duren,21,DET,C,78,78,2034,21.4,0.703,0.0,0.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,,durenja01,jalen duren,6483144.0,False
10,Jalen Green,22,HOU,SG,82,82,2697,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7,,greenja05,jalen green,33333333.0,False
426,Jalen Hood-Schifino,21,2TM,SG,15,0,315,7.9,0.494,0.469,0.214,1.1,9.0,4.9,16.7,0.8,2.2,14.4,17.3,-0.2,0.1,-0.1,-0.015,-4.4,-2.5,-6.9,-0.4,,hoodsja01,jalen hoodschifino,1200000.0,True
216,Jalen Johnson,23,ATL,SF,36,36,1284,17.3,0.569,0.26,0.232,5.2,26.0,15.3,20.5,2.0,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2,,johnsja05,jalen johnson,30000000.0,False
561,Jalen McDaniels,27,WAS,SF,4,0,7,10.9,,,,0.0,0.0,0.0,17.4,6.8,0.0,,0.0,0.0,0.0,0.0,0.114,-0.5,6.0,5.6,0.0,,mcdanja01,jalen mcdaniels,600000.0,True
332,Jalen Pickett,25,DEN,SG,49,4,666,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,,pickeja02,jalen pickett,2221677.0,False
277,Jalen Smith,24,CHI,C,64,2,962,18.7,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4.0,7.6,21.0,1.7,1.3,2.9,0.146,1.5,-0.6,0.9,0.7,,smithja04,jalen smith,9000000.0,False
269,Jalen Suggs,23,ORL,PG,35,35,1002,14.4,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.7,1.8,1.1,0.052,-0.8,1.3,0.4,0.6,,suggsja01,jalen suggs,35000000.0,False
53,Jalen Williams,23,OKC,SG,69,69,2237,20.3,0.573,0.291,0.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,3.7,4.1,7.8,0.168,2.7,1.4,4.0,3.4,ASNBA3DEF2,willija06,jalen williams,6580997.0,False
86,Jalen Wilson,24,BRK,PF,79,22,2031,9.5,0.541,0.584,0.266,4.0,11.4,7.5,10.8,1.0,0.2,10.2,16.6,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0,,wilsoja03,jalen wilson,2221677.0,False
373,Jamal Cain,25,NOP,SF,37,0,502,11.4,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17.0,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2,,cainja01,jamal cain,1200000.0,True
34,Jamal Murray,27,DEN,PG,67,67,2418,17.8,0.584,0.354,0.219,2.2,9.3,5.9,23.2,1.8,1.2,10.1,24.0,4.6,1.6,6.2,0.123,1.8,-1.0,0.8,1.7,,murraja01,jamal murray,46394100.0,False
184,Jamal Shead,22,TOR,PG,75,11,1467,9.9,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18.0,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,,sheadja01,jamal shead,1955377.0,False
516,Jamaree Bouyea,25,MIL,PG,5,1,62,9.7,0.581,0.417,0.5,1.8,6.7,4.4,20.8,3.1,3.0,35.3,16.0,-0.1,0.1,0.0,0.007,-4.6,-0.9,-5.4,0.0,,bouyeja01,jamaree bouyea,600000.0,True
5,James Harden,35,LAC,PG,79,79,2789,20.0,0.582,0.516,0.446,2.3,16.1,9.3,36.8,2.1,2.0,18.0,29.6,4.0,4.3,8.3,0.143,3.5,0.8,4.3,4.4,MVP-10ASNBA3,hardeja01,james harden,1200000.0,True
530,James Johnson,37,IND,PF,12,0,37,0.0,0.35,0.273,0.091,0.0,17.9,9.0,13.7,0.0,4.9,25.9,18.0,-0.2,0.0,-0.1,-0.162,-9.6,-0.2,-9.7,-0.1,,johnsja01,james johnson,600000.0,True
566,James Wiseman,23,IND,C,1,0,5,31.2,0.615,0.25,0.5,0.0,22.1,11.1,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,0.237,6.0,-4.4,1.6,0.0,,wisemja01,james wiseman,2667947.0,False
264,Jamison Battle,23,TOR,SF,59,10,1042,10.7,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,1.0,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1,,battlja01,jamison battle,1955377.0,False
237,Jarace Walker,21,IND,PF,75,5,1187,11.9,0.59,0.514,0.192,2.4,19.0,10.8,12.2,2.2,1.9,16.7,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3,,walkeja02,jarace walker,6665520.0,False
263,Jared Butler,24,2TM,SG,60,17,1044,15.6,0.549,0.373,0.201,2.5,9.3,5.8,33.8,2.0,1.2,14.0,23.6,1.0,0.4,1.4,0.063,0.5,-1.5,-1.0,0.3,,butleja02,jared butler,1200000.0,True
351,Jared McCain,20,PHI,SG,23,8,592,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0.0,11.0,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,ROY-7,mccaija01,jared mccain,4221360.0,False
452,Jared Rhoden,25,2TM,SG,14,2,227,16.4,0.602,0.448,0.287,6.5,13.5,9.9,10.5,2.1,0.8,8.4,19.7,0.4,0.2,0.6,0.131,-0.5,0.0,-0.5,0.1,,rhodeja01,jared rhoden,1200000.0,True
58,Jaren Jackson Jr.,25,MEM,C,74,74,2207,19.6,0.591,0.321,0.328,4.4,15.5,10.0,10.1,1.9,4.7,9.9,28.1,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4,DPOY-7ASDEF2,jacksja02,jaren jackson jr,35000000.0,False
355,Jarred Vanderbilt,25,LAL,PF,36,2,581,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2,,vandeja01,jarred vanderbilt,11571429.0,False
41,Jarrett Allen,26,CLE,C,82,82,2296,22.1,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,7.6,4.0,11.6,0.243,3.0,1.2,4.2,3.6,,allenja01,jarrett allen,20000000.0,False
220,Javonte Green,31,2TM,SG,68,19,1258,10.7,0.541,0.491,0.265,5.0,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,,greenja02,javonte green,1200000.0,True
254,Jaxson Hayes,24,LAL,C,56,35,1093,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,,hayesja02,jaxson hayes,1200000.0,True
321,Jay Huff,26,MEM,C,64,2,748,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7.0,1.0,6.9,9.3,19.6,1.6,1.0,2.5,0.162,2.5,1.0,3.5,1.1,,huffja01,jay huff,2349578.0,False
67,Jaylen Brown,28,BOS,SF,63,63,2158,17.8,0.555,0.32,0.288,4.1,14.4,9.3,21.4,1.7,0.8,11.4,28.9,2.3,2.9,5.2,0.115,0.4,-0.4,0.0,1.1,AS,brownja02,jaylen brown,53142264.0,False
367,Jaylen Clark,23,MIN,SG,40,4,522,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,,clarkja02,jaylen clark,2191897.0,False
448,Jaylen Martin,21,2TM,SF,16,0,239,9.1,0.497,0.311,0.135,4.8,14.4,9.6,10.3,1.8,0.0,13.3,15.9,-0.1,0.1,0.0,-0.004,-4.5,-1.9,-6.3,-0.3,,martija02,jaylen martin,1200000.0,True
465,Jaylen Nowell,25,NOP,SG,8,0,168,7.5,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-0.2,0.0,-0.2,-0.069,-3.2,-2.5,-5.7,-0.2,,nowelja01,jaylen nowell,600000.0,True
491,Jaylen Sims,26,CHO,SG,6,0,112,9.8,0.607,0.536,0.536,2.8,2.9,2.9,15.6,1.3,0.9,18.8,16.2,0.1,0.0,0.1,0.048,-2.8,-1.3,-4.1,-0.1,,simsja01,jaylen sims,600000.0,True
84,Jaylen Wells,21,MEM,SG,79,74,2043,10.5,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1.0,0.4,8.6,15.9,2.1,1.4,3.5,0.083,-1.2,-1.0,-2.2,-0.1,ROY-3,wellsja01,jaylen wells,1955377.0,False
309,Jaylin Williams,22,OKC,PF,47,9,784,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2,,willija07,jaylin williams,1200000.0,True
389,Jaylon Tyson,22,CLE,SG,47,3,453,11.1,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14.0,17.4,0.3,0.5,0.8,0.083,-2.4,-0.2,-2.7,-0.1,,tysonja01,jaylon tyson,3492480.0,False
14,Jayson Tatum,26,BOS,PF,72,72,2624,21.7,0.582,0.497,0.3,2.0,23.7,12.9,27.0,1.5,1.3,11.2,31.2,5.3,4.2,9.5,0.174,4.4,0.8,5.2,4.8,MVP-4CPOY-10ASNBA1,tatumja01,jayson tatum,54126450.0,False
519,Jazian Gortman,21,DAL,PG,16,0,57,6.5,0.485,0.478,0.174,2.0,7.5,4.8,14.7,1.7,1.5,16.8,22.4,-0.1,0.0,-0.1,-0.056,-5.5,-0.8,-6.3,-0.1,,gortmja01,jazian gortman,600000.0,True
499,JD Davison,22,BOS,PG,16,0,93,6.5,0.445,0.529,0.206,2.3,12.8,7.6,19.1,2.7,1.0,26.0,23.6,-0.3,0.1,-0.2,-0.081,-5.9,-0.3,-6.2,-0.1,,davisjd01,jd davison,2270735.0,False
472,Jeenathan Williams,25,HOU,SG,20,0,147,8.6,0.496,0.419,0.129,3.6,5.9,4.7,8.8,2.6,2.4,17.6,22.3,-0.2,0.2,0.0,-0.007,-5.5,-0.2,-5.7,-0.1,,willije02,jeenathan williams,600000.0,True
343,Jeff Dowtin Jr.,27,PHI,PG,41,3,621,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,,dowtije01,jeff dowtin jr,1200000.0,True
404,Jeff Green,38,HOU,PF,32,3,396,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7.0,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0.0,0.4,0.2,,greenje02,jeff green,1200000.0,True
173,Jerami Grant,30,POR,PF,47,47,1524,10.9,0.523,0.516,0.289,1.8,10.0,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,,grantje01,jerami grant,32000001.0,False
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,12.9,0.563,0.473,0.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,1.3,0.5,1.7,0.067,-0.9,-1.6,-2.5,-0.2,,robinje02,jeremiah robinsonearl,1200000.0,True
203,Jeremy Sochan,21,SAS,PF,54,23,1364,15.9,0.589,0.194,0.267,10.0,17.7,13.8,13.7,1.6,1.8,13.8,19.0,1.7,1.1,2.7,0.096,-0.8,-0.4,-1.2,0.3,,sochaje01,jeremy sochan,7096231.0,False
341,Jericho Sims,26,2TM,C,53,5,632,10.0,0.639,0.0,0.183,12.9,22.0,17.6,6.4,0.8,2.8,30.1,7.6,0.5,0.7,1.3,0.096,-3.1,0.1,-3.0,-0.2,,simsje01,jericho sims,1200000.0,True
565,Jesse Edwards,24,MIN,C,2,0,5,-0.1,,,,0.0,0.0,0.0,23.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.111,-8.8,4.7,-4.0,0.0,,edwarje01,jesse edwards,600000.0,True
326,Jett Howard,21,ORL,SF,60,0,701,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,,howarje01,jett howard,5529720.0,False
423,Jevon Carter,29,CHI,PG,36,1,321,12.2,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21.0,0.1,0.3,0.3,0.046,-1.0,-1.1,-2.1,0.0,,carteje01,jevon carter,6809524.0,False
138,Jimmy Butler,35,2TM,SF,55,55,1746,22.4,0.626,0.174,0.657,7.7,10.8,9.2,25.5,2.2,1.0,8.8,20.8,6.6,2.0,8.7,0.238,4.0,1.0,4.9,3.0,,butleji01,jimmy butler,54126450.0,False
375,Jock Landale,29,HOU,C,42,3,500,16.0,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11.0,15.7,1.0,0.7,1.7,0.159,0.0,0.4,0.4,0.3,,landajo01,jock landale,8000000.0,False
488,Joe Ingles,37,MIN,SF,19,1,114,2.4,0.326,0.652,0.0,2.0,8.6,5.4,25.4,0.9,0.0,28.1,12.2,-0.2,0.1,-0.1,-0.035,-6.9,-0.1,-7.0,-0.1,,inglejo01,joe ingles,600000.0,True
356,Joel Embiid,30,PHI,C,19,19,574,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,,embiijo01,joel embiid,55224526.0,False
232,John Collins,27,UTA,PF,40,31,1220,19.0,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.7,0.8,2.5,0.098,1.4,-0.4,1.0,0.9,,collijo01,john collins,26580000.0,False
360,John Konchar,28,MEM,SG,46,4,558,12.1,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8.0,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,,konchjo01,john konchar,6165000.0,False
447,Johnny Davis,22,WAS,SG,34,0,242,10.2,0.473,0.372,0.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.9,-0.1,0.2,0.1,0.01,-3.5,0.7,-2.8,0.0,,davisjo06,johnny davis,1200000.0,True
410,Johnny Furphy,20,IND,SG,50,0,379,9.8,0.506,0.543,0.239,6.8,14.0,10.4,6.2,2.3,2.6,10.6,13.0,0.1,0.5,0.5,0.07,-3.0,0.6,-2.5,0.0,,furphjo01,johnny furphy,1955377.0,False
218,Johnny Juzang,23,UTA,SG,64,18,1270,11.8,0.573,0.661,0.112,3.6,12.0,7.8,7.9,1.5,0.6,6.7,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1,,juzanjo01,johnny juzang,1200000.0,True
