Rk,Player,Age,Tm,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,bbref_id,Player_clean,salary_2025_26,salary_imputed
174,Jonas Valančiūnas,32,2TM,C,81,21,1524,20.8,0.602,0.059,0.263,13.3,30.7,22.0,17.6,1.2,2.8,14.6,22.8,2.6,1.7,4.3,0.137,0.8,-0.1,0.6,1.0,,valanjo01,jonas valanciunas,10395000.0,False
256,Jonathan Isaac,27,ORL,PF,71,1,1090,16.6,0.512,0.466,0.33,12.0,21.5,16.5,5.5,2.8,7.0,8.2,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,,isaacjo01,jonathan isaac,15000000.0,False
246,Jonathan Kuminga,22,GSW,PF,47,10,1144,15.7,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,0.5,1.5,1.9,0.08,-0.5,-0.1,-0.6,0.4,,kuminjo01,jonathan kuminga,1200000.0,True
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,11.9,0.496,0.197,0.23,8.9,17.3,13.0,15.3,2.1,2.5,15.1,15.0,0.3,1.6,1.9,0.071,-2.9,1.0,-1.9,0.0,,mogbojo01,jonathan mogbo,1955377.0,False
278,Jordan Clarkson,32,UTA,SG,37,9,962,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,,clarkjo01,jordan clarkson,14285714.0,False
363,Jordan Goodwin,26,LAL,PG,29,5,543,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1.0,0.084,-1.7,0.8,-0.8,0.2,,goodwjo01,jordan goodwin,2349578.0,False
212,Jordan Hawkins,22,NOP,SG,56,9,1321,9.6,0.504,0.597,0.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.02,-2.4,-3.0,-5.4,-1.2,,hawkijo01,jordan hawkins,4741320.0,False
428,Jordan McLaughlin,28,2TM,PG,46,0,314,12.3,0.6,0.639,0.306,2.1,8.5,5.3,21.0,2.5,0.3,16.4,13.3,0.4,0.2,0.6,0.098,-1.6,0.0,-1.6,0.0,,mclaujo01,jordan mclaughlin,1200000.0,True
395,Jordan Miller,25,LAC,SF,37,0,420,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2.0,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3.0,0.2,-2.8,-0.1,,millejo02,jordan miller,1200000.0,True
91,Jordan Poole,25,WAS,SG,68,68,2001,16.6,0.591,0.588,0.259,1.6,9.0,5.3,25.6,2.0,1.2,14.8,29.0,1.2,0.8,2.0,0.047,2.0,-1.6,0.4,1.2,,poolejo01,jordan poole,31848215.0,False
400,Jordan Walsh,20,BOS,PF,52,1,403,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6.0,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2,,walshjo01,jordan walsh,2221677.0,False
202,Jose Alvarado,26,NOP,PG,56,23,1366,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2,,alvarjo01,jose alvarado,4500000.0,False
511,Josh Christopher,23,MIA,SG,14,0,69,9.4,0.416,0.355,0.194,0.0,14.3,7.2,17.2,3.6,4.2,15.1,25.5,-0.2,0.1,-0.1,-0.073,-7.5,-0.4,-7.9,-0.1,,chrisjo01,josh christopher,600000.0,True
73,Josh Giddey,22,CHI,PG,70,69,2117,18.1,0.57,0.348,0.281,6.4,21.4,14.0,32.9,1.9,1.8,18.4,21.7,2.8,2.5,5.3,0.121,1.9,1.1,3.0,2.7,,giddejo01,josh giddey,1200000.0,True
108,Josh Green,24,CHO,SG,68,67,1887,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1,,greenjo02,josh green,13666667.0,False
2,Josh Hart,29,NYK,SG,77,77,2897,16.5,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2.0,0.9,15.5,15.3,5.4,3.8,9.2,0.153,1.1,1.8,2.8,3.6,,hartjo01,josh hart,19472240.0,False
433,Josh Minott,22,MIN,SF,46,0,276,15.5,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4.0,10.1,17.2,0.4,0.5,0.9,0.153,-0.7,2.9,2.2,0.3,,minotjo01,josh minott,1200000.0,True
342,Josh Okogie,26,2TM,SG,40,7,625,16.3,0.567,0.434,0.401,8.0,11.8,9.9,7.9,3.8,2.8,11.1,19.5,0.6,0.7,1.3,0.1,-0.1,1.6,1.5,0.6,,okogijo01,josh okogie,1200000.0,True
471,Josh Richardson,31,MIA,SG,8,0,150,4.4,0.402,0.579,0.105,4.5,4.4,4.4,10.5,2.7,0.6,16.8,14.1,-0.2,0.2,-0.1,-0.021,-7.3,0.6,-6.7,-0.2,,richajo01,josh richardson,600000.0,True
104,Jrue Holiday,34,BOS,PG,62,62,1896,13.5,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,2.8,2.4,5.1,0.13,-0.3,1.0,0.7,1.3,,holidjr01,jrue holiday,32400000.0,False
444,JT Thor,22,2TM,PF,20,0,249,10.0,0.517,0.356,0.373,8.4,11.8,10.1,3.3,1.5,3.2,11.6,13.1,0.0,0.2,0.2,0.033,-4.3,-1.1,-5.4,-0.2,,thorjt01,jt thor,1200000.0,True
101,Julian Champagnie,23,SAS,SF,82,29,1932,12.2,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,,champju02,julian champagnie,3000000.0,False
249,Julian Phillips,21,CHI,SF,79,5,1123,10.2,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,1.0,0.8,1.9,0.08,-2.6,-0.4,-3.0,-0.3,,phillju01,julian phillips,2221677.0,False
198,Julian Strawther,22,DEN,SG,65,4,1384,9.5,0.559,0.553,0.185,1.4,9.5,5.6,7.6,1.4,1.0,9.8,17.8,0.5,0.8,1.3,0.043,-3.1,-1.4,-4.5,-0.9,,strawju01,julian strawther,2674200.0,False
56,Julius Randle,30,MIN,PF,69,69,2226,17.5,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1.0,0.7,15.3,25.0,3.6,2.6,6.2,0.134,1.5,-0.2,1.3,1.8,,randlju01,julius randle,1200000.0,True
208,Justin Champagnie,23,WAS,SF,62,31,1340,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,,champju01,justin champagnie,2349578.0,False
244,Justin Edwards,21,PHI,SF,44,26,1155,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11.0,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,,edwarju01,justin edwards,1200000.0,True
496,Justin Minaya,25,POR,SF,19,0,101,5.0,0.411,0.476,0.095,5.2,5.5,5.4,9.1,2.9,0.9,18.6,11.1,-0.1,0.1,0.0,-0.007,-7.1,1.7,-5.4,-0.1,,minayju01,justin minaya,600000.0,True
258,Jusuf Nurkić,30,2TM,C,51,32,1063,15.2,0.555,0.298,0.364,8.8,32.0,20.5,16.8,1.9,3.1,19.2,20.6,0.0,1.5,1.5,0.066,-2.2,0.9,-1.3,0.2,,nurkiju01,jusuf nurkic,19375000.0,False
384,Kai Jones,24,2TM,C,40,6,468,20.2,0.804,0.046,0.294,9.6,19.7,14.8,7.9,1.6,4.6,12.8,13.0,1.4,0.7,2.1,0.216,1.4,1.5,2.9,0.6,,joneska01,kai jones,1200000.0,True
27,Karl-Anthony Towns,29,NYK,C,72,72,2517,23.4,0.63,0.278,0.337,9.8,32.0,21.0,13.8,1.4,1.9,12.1,27.4,6.3,3.8,10.1,0.193,3.5,0.1,3.6,3.5,ASNBA3,townska01,karlanthony towns,53142264.0,False
306,Karlo Matković,23,NOP,PF,42,7,791,15.6,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5.0,14.5,15.9,1.0,0.6,1.6,0.096,-1.9,-0.2,-2.0,0.0,,matkoka01,karlo matkovic,1955377.0,False
238,Kawhi Leonard,33,LAC,SF,37,37,1180,20.5,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,1.5,1.9,3.5,0.141,2.5,0.6,3.1,1.5,,leonaka01,kawhi leonard,50000000.0,False
374,Keaton Wallace,25,ATL,PG,31,5,501,10.1,0.503,0.506,0.068,1.5,9.6,5.5,21.0,2.6,1.7,16.5,16.4,-0.1,0.5,0.4,0.034,-3.3,1.0,-2.3,0.0,,wallake01,keaton wallace,1200000.0,True
16,Keegan Murray,24,SAC,PF,76,76,2610,12.0,0.553,0.548,0.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15.0,2.4,2.1,4.4,0.082,-0.8,-0.8,-1.6,0.2,,murrake02,keegan murray,11144093.0,False
420,Keion Brooks Jr.,24,NOP,SF,14,6,332,12.8,0.581,0.394,0.275,3.8,15.4,9.4,5.7,1.5,2.9,8.9,17.1,0.3,0.1,0.4,0.057,-2.2,-1.3,-3.5,-0.1,,brookke02,keion brooks jr,1200000.0,True
120,Keldon Johnson,25,SAS,SF,77,0,1838,15.6,0.572,0.356,0.252,6.5,15.1,10.8,10.2,1.3,1.1,8.3,21.6,2.2,1.0,3.2,0.083,0.0,-1.6,-1.6,0.2,,johnske04,keldon johnson,17500000.0,False
189,Kel'el Ware,20,MIA,C,64,36,1422,17.4,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7,ROY-6,wareke01,kelel ware,4443360.0,False
290,Kelly Olynyk,33,2TM,C,44,22,891,14.9,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2.0,19.4,18.5,1.0,0.7,1.7,0.092,-1.1,0.4,-0.7,0.3,,olynyke01,kelly olynyk,13445122.0,False
79,Kelly Oubre Jr.,29,PHI,SF,60,57,2078,13.5,0.551,0.327,0.25,5.1,15.4,10.0,7.9,2.2,1.4,8.9,18.9,1.2,1.4,2.6,0.061,-1.7,-0.6,-2.3,-0.1,,oubreke01,kelly oubre jr,8382150.0,False
248,Kenrich Williams,30,OKC,PF,69,7,1132,13.7,0.587,0.483,0.11,6.3,16.3,11.4,11.0,1.8,0.9,9.5,15.4,1.6,1.9,3.6,0.151,-0.4,0.9,0.6,0.7,,willike04,kenrich williams,7163000.0,False
46,Kentavious Caldwell-Pope,31,ORL,SG,77,77,2279,9.9,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,,caldwke01,kentavious caldwellpope,21621500.0,False
98,Keon Ellis,25,SAC,SG,80,28,1948,13.5,0.664,0.692,0.185,3.4,8.8,6.1,8.0,3.0,3.2,12.4,12.7,2.7,2.2,5.0,0.122,-0.1,2.0,1.9,1.9,,elliske01,keon ellis,2301587.0,False
102,Keon Johnson,22,BRK,SG,79,56,1925,10.4,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,,johnske07,keon johnson,2349578.0,False
497,Keshad Johnson,23,MIA,SF,16,0,98,19.1,0.718,0.269,0.346,6.8,24.6,15.8,6.3,2.5,3.9,11.8,15.4,0.2,0.2,0.4,0.181,-1.0,0.9,-0.1,0.0,,johnske10,keshad johnson,1955377.0,False
347,Kessler Edwards,24,DAL,SF,40,18,608,11.3,0.597,0.4,0.096,4.0,16.3,10.3,9.1,1.5,2.8,10.2,11.1,0.6,0.6,1.2,0.096,-2.0,0.6,-1.4,0.1,,edwarke02,kessler edwards,1200000.0,True
49,Kevin Durant,36,PHO,PF,62,62,2265,21.2,0.642,0.331,0.321,1.2,16.9,9.2,19.6,1.1,3.2,12.9,28.7,4.0,1.2,5.2,0.111,3.9,-0.7,3.2,3.0,AS,duranke01,kevin durant,54708609.0,False
150,Kevin Huerter,26,2TM,SG,69,31,1679,11.3,0.544,0.647,0.081,2.0,11.3,6.7,12.6,1.9,1.3,9.7,17.5,0.6,1.3,1.9,0.054,-1.8,-0.2,-2.0,0.0,,huertke01,kevin huerter,17991071.0,False
502,Kevin Knox,25,GSW,SF,14,0,84,17.1,0.582,0.417,0.222,8.7,13.2,10.9,9.4,1.2,4.5,9.2,21.8,0.1,0.1,0.2,0.121,-0.7,-0.6,-1.3,0.0,,knoxke01,kevin knox,600000.0,True
442,Kevin Love,36,MIA,PF,23,9,251,16.2,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3.0,1.5,10.1,24.6,-0.1,0.5,0.4,0.083,-0.3,0.7,0.4,0.2,,loveke01,kevin love,4150000.0,False
541,Kevin McCullar Jr.,23,NYK,SF,4,0,29,6.7,0.381,0.143,0.286,0.0,31.3,15.8,8.4,1.7,3.2,0.0,11.8,0.0,0.0,0.0,0.06,-8.5,1.3,-7.2,0.0,,mcculke01,kevin mccullar jr,600000.0,True
180,Kevin Porter Jr.,24,2TM,SG,75,4,1482,15.4,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5,,porteke02,kevin porter jr,1200000.0,True
247,Kevon Looney,28,GSW,C,76,6,1142,17.0,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2.0,3.1,10.8,13.3,2.2,2.1,4.3,0.182,-1.0,1.3,0.3,0.7,,looneke01,kevon looney,1200000.0,True
75,Keyonte George,21,UTA,PG,67,35,2109,12.9,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1.0,0.4,14.9,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,,georgke01,keyonte george,4278960.0,False
296,Khris Middleton,33,2TM,SF,37,21,843,16.7,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2.0,0.9,13.0,22.0,1.2,0.8,2.0,0.116,0.4,0.3,0.7,0.6,,middlkh01,khris middleton,33296296.0,False
467,Killian Hayes,23,BRK,PG,6,5,162,12.7,0.559,0.488,0.279,3.3,9.6,6.3,28.6,1.2,2.5,15.7,15.5,0.2,0.1,0.3,0.095,-0.5,-0.1,-0.6,0.1,,hayeski01,killian hayes,600000.0,True
284,KJ Martin,24,2TM,PF,43,16,912,10.2,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4,,martike04,kj martin,8025000.0,False
297,KJ Simpson,22,CHO,PG,36,15,842,8.3,0.437,0.432,0.166,4.8,9.0,6.9,19.8,2.0,0.7,14.8,19.1,-1.0,0.5,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7,,simpskj01,kj simpson,1200000.0,True
94,Klay Thompson,34,DAL,SF,72,72,1965,12.9,0.552,0.631,0.084,2.5,11.0,6.8,10.7,1.2,1.3,8.8,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1.0,0.5,,thompkl01,klay thompson,16666667.0,False
434,Kobe Brown,25,LAC,PF,40,0,272,10.8,0.513,0.361,0.097,8.0,18.9,13.5,11.9,1.3,1.5,13.8,14.0,0.1,0.4,0.5,0.085,-2.5,0.4,-2.1,0.0,,brownko01,kobe brown,2654880.0,False
482,Kobe Bufkin,21,ATL,SG,10,0,124,10.5,0.483,0.404,0.383,4.3,14.5,9.3,18.2,1.1,1.5,12.7,20.8,0.0,0.1,0.0,0.018,-3.4,-0.5,-4.0,-0.1,,bufkiko01,kobe bufkin,4503720.0,False
131,Kris Dunn,30,LAC,PG,74,58,1783,11.3,0.531,0.513,0.05,3.4,12.4,8.0,15.6,3.5,1.5,14.2,12.7,0.8,3.2,4.0,0.108,-2.8,3.4,0.6,1.2,,dunnkr01,kris dunn,5426400.0,False
267,Kris Murray,24,POR,SF,69,6,1040,9.1,0.472,0.43,0.204,7.7,11.3,9.5,9.0,1.6,1.5,12.4,13.9,-0.2,0.9,0.7,0.033,-3.1,0.1,-3.0,-0.3,,murrakr01,kris murray,3132000.0,False
234,Kristaps Porziņģis,29,BOS,C,42,42,1210,22.3,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.3,2.0,5.3,0.212,3.5,1.2,4.7,2.1,,porzikr01,kristaps porzingis,30731707.0,False
270,Kyle Anderson,31,2TM,PF,61,4,1002,15.1,0.538,0.231,0.215,5.7,16.8,11.2,20.7,2.0,3.1,10.0,15.9,1.3,1.5,2.8,0.135,-0.6,2.2,1.5,0.9,,anderky01,kyle anderson,9219512.0,False
175,Kyle Filipowski,21,UTA,C,72,27,1522,14.9,0.594,0.425,0.276,8.0,23.1,15.6,13.9,1.5,1.4,14.9,18.7,1.5,1.0,2.5,0.078,-0.6,-0.3,-1.0,0.4,,filipky01,kyle filipowski,3000000.0,False
100,Kyle Kuzma,29,2TM,PF,65,62,1936,10.6,0.514,0.369,0.238,3.0,17.1,10.2,12.1,0.9,0.9,13.5,24.0,-2.3,1.3,-0.9,-0.024,-2.9,-2.0,-4.9,-1.4,,kuzmaky01,kyle kuzma,22410605.0,False
335,Kyle Lowry,38,PHI,PG,35,12,659,9.8,0.525,0.752,0.282,1.8,10.0,5.8,19.2,2.5,1.6,13.8,10.1,0.6,0.4,1.0,0.07,-2.8,1.5,-1.3,0.1,,lowryky01,kyle lowry,1200000.0,True
479,Kylor Kelley,27,2TM,C,11,2,126,12.1,0.644,0.0,0.455,10.4,23.4,16.8,5.3,0.4,2.1,13.2,10.3,0.2,0.1,0.3,0.102,-3.5,-1.9,-5.4,-0.1,,kelleky01,kylor kelley,600000.0,True
127,Kyrie Irving,32,DAL,SG,50,50,1804,19.9,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.4,1.3,4.6,0.124,3.9,-0.5,3.4,2.5,CPOY-10AS,irvinky01,kyrie irving,1200000.0,True
128,Kyshawn George,21,WAS,SG,68,38,1802,8.8,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,,georgky01,kyshawn george,2966760.0,False
469,Lamar Stevens,27,MEM,PF,17,1,155,11.5,0.545,0.429,0.175,2.8,23.0,13.0,6.9,1.5,1.8,12.8,20.2,0.0,0.2,0.2,0.052,-3.6,-0.6,-4.2,-0.1,,stevela01,lamar stevens,600000.0,True
178,LaMelo Ball,23,CHO,PG,47,47,1505,19.1,0.536,0.526,0.228,3.3,13.4,8.2,43.8,1.8,0.8,13.1,35.9,0.9,1.1,2.0,0.065,4.1,-0.9,3.2,2.0,,ballla01,lamelo ball,37958760.0,False
317,Landry Shamet,27,NYK,SG,50,0,762,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1.0,0.065,-1.9,-0.6,-2.4,-0.1,,shamela01,landry shamet,1200000.0,True
385,Larry Nance Jr.,32,ATL,PF,24,3,463,16.0,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2.0,2.6,9.1,15.7,0.8,0.5,1.3,0.131,1.1,0.7,1.8,0.4,,nancela02,larry nance jr,1200000.0,True
182,Lauri Markkanen,27,UTA,PF,47,47,1476,15.6,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24.0,1.8,0.3,2.2,0.07,1.8,-2.1,-0.3,0.7,,markkla01,lauri markkanen,46394100.0,False
32,LeBron James,40,LAL,SF,70,70,2444,22.7,0.604,0.312,0.261,3.4,21.2,12.6,40.3,1.4,1.5,15.5,30.1,4.9,2.8,7.7,0.152,4.9,0.7,5.6,4.7,MVP-6CPOY-7ASNBA2,jamesle01,lebron james,52627153.0,False
537,Leonard Miller,21,MIN,SF,13,0,32,19.9,0.54,0.333,0.533,10.6,27.3,19.1,0.0,3.1,2.9,9.7,27.8,0.0,0.1,0.1,0.145,-3.4,-0.3,-3.7,0.0,,millele01,leonard miller,2221677.0,False
461,Lester Quiñones,24,2TM,SG,13,0,183,9.5,0.514,0.564,0.167,2.4,9.1,5.7,19.4,0.8,1.0,14.3,22.6,-0.1,0.0,-0.1,-0.025,-3.2,-2.9,-6.1,-0.2,,quinole01,lester quinones,600000.0,True
520,Liam Robbins,25,MIL,C,13,0,57,2.6,0.363,0.25,1.25,13.9,9.2,11.4,4.2,1.7,3.3,32.6,14.2,-0.1,0.1,-0.1,-0.066,-9.2,-1.3,-10.5,-0.1,,robbili01,liam robbins,600000.0,True
312,Lindy Waters III,27,2TM,SG,52,9,778,8.8,0.504,0.747,0.044,2.7,12.8,7.6,9.1,1.7,1.3,7.3,14.8,0.1,0.9,1.0,0.062,-3.0,0.2,-2.8,-0.2,,waterli01,lindy waters iii,1200000.0,True
381,Lonnie Walker IV,26,PHI,SG,20,7,477,13.1,0.548,0.599,0.142,1.4,14.1,7.5,16.5,1.0,1.0,10.0,22.8,0.2,0.1,0.3,0.033,0.0,-2.4,-2.4,0.0,,walkelo01,lonnie walker iv,2940876.0,False
313,Lonzo Ball,27,CHI,PG,35,14,777,12.2,0.524,0.802,0.111,3.4,12.3,8.0,18.9,2.8,1.9,13.9,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4,,balllo01,lonzo ball,10000000.0,False
81,Luguentz Dort,25,OKC,SF,71,71,2073,11.3,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,DPOY-4DEF1,dortlu01,luguentz dort,17722222.0,False
132,Luka Dončić,25,2TM,PG,50,50,1769,24.1,0.587,0.469,0.385,2.6,22.6,12.8,36.1,2.5,1.1,13.0,33.9,3.5,2.4,5.9,0.16,5.5,1.2,6.7,3.9,,doncilu01,luka doncic,45999660.0,False
453,Luka Garza,26,MIN,C,39,0,219,18.8,0.573,0.343,0.333,16.0,11.5,13.7,8.2,1.4,1.3,9.1,26.2,0.4,0.3,0.7,0.144,-0.4,-1.9,-2.3,0.0,,garzalu01,luka garza,1200000.0,True
183,Luke Kennard,28,MEM,SG,65,11,1472,13.6,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,2.6,1.3,3.9,0.127,0.9,0.2,1.1,1.2,,kennalu01,luke kennard,1200000.0,True
204,Luke Kornet,29,BOS,C,73,16,1361,19.6,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,4.8,2.2,7.0,0.246,1.6,1.7,3.3,1.8,,kornelu01,luke kornet,11000000.0,False
500,Luke Travers,23,CLE,SG,12,0,88,1.9,0.287,0.45,0.1,10.1,14.4,12.3,10.5,0.5,1.0,27.7,13.9,-0.2,0.1,-0.1,-0.082,-7.8,-1.9,-9.7,-0.2,,travelu01,luke travers,600000.0,True
558,Mac McClung,26,ORL,SG,2,0,10,-0.3,0.0,0.5,0.0,0.0,12.1,5.7,37.8,0.0,0.0,0.0,8.7,0.0,0.0,0.0,-0.047,-10.2,-0.8,-11.0,0.0,,mccluma01,mac mcclung,600000.0,True
527,Malachi Flynn,26,CHO,PG,4,0,44,12.4,0.512,0.308,0.462,7.1,9.9,8.5,23.3,3.4,0.0,20.4,19.0,0.0,0.0,0.0,0.043,-4.4,1.5,-2.8,0.0,,flynnma01,malachi flynn,600000.0,True
394,Malaki Branham,21,SAS,SG,47,0,427,12.0,0.575,0.442,0.174,1.8,11.1,6.4,13.4,1.2,0.4,14.3,23.8,-0.1,0.2,0.1,0.007,-1.2,-1.9,-3.2,-0.1,,branhma01,malaki branham,4962033.0,False
359,Malcolm Brogdon,32,WAS,PG,24,13,564,15.8,0.544,0.233,0.383,3.9,13.0,8.4,27.4,1.1,0.8,11.9,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,,brogdma01,malcolm brogdon,1200000.0,True
547,Malevy Leons,25,OKC,SF,6,0,21,-2.3,0.266,0.5,2.0,5.2,10.0,7.7,5.1,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.052,-10.4,-1.9,-12.4,-0.1,,leonsma01,malevy leons,600000.0,True
45,Malik Beasley,28,DET,SG,82,18,2283,14.4,0.59,0.715,0.131,2.3,8.0,5.2,8.9,1.5,0.2,6.8,22.5,2.9,1.8,4.7,0.1,2.0,-1.2,0.8,1.6,6MOY-2,beaslma01,malik beasley,1200000.0,True
