Rk,Player,Age,Tm,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,bbref_id,Player_clean,salary_2025_26,salary_imputed
83,Malik Monk,26,SAC,SG,65,45,2054,15.0,0.549,0.456,0.19,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,1.3,1.4,2.8,0.065,0.3,-1.1,-0.8,0.6,,monkma01,malik monk,18797619.0,False
440,Marcus Bagley,23,PHI,SF,10,4,253,11.8,0.456,0.464,0.145,9.9,21.9,15.7,5.5,1.8,4.7,8.7,13.8,0.0,0.2,0.2,0.045,-3.4,-0.9,-4.3,-0.1,,baglema02,marcus bagley,1200000.0,True
504,Marcus Garrett,26,CHO,SG,4,0,79,8.7,0.487,0.296,0.148,1.3,6.9,4.0,25.1,1.9,2.5,17.3,18.7,-0.1,0.1,0.0,-0.002,-5.4,-2.2,-7.6,-0.1,,garrema01,marcus garrett,600000.0,True
303,Marcus Sasser,24,DET,PG,57,1,811,14.0,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1.0,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,,sassema01,marcus sasser,2886720.0,False
331,Marcus Smart,30,2TM,PG,34,7,680,12.4,0.529,0.549,0.276,2.8,8.3,5.6,21.7,2.7,1.2,15.8,20.6,0.1,0.6,0.7,0.051,-1.6,0.1,-1.5,0.1,,smartma01,marcus smart,21586855.0,False
468,MarJon Beauchamp,24,3TM,SF,35,0,156,12.3,0.535,0.446,0.308,8.0,22.6,15.6,10.2,1.2,0.6,16.9,24.9,-0.1,0.2,0.1,0.02,-2.7,-1.6,-4.3,-0.1,,beaucma01,marjon beauchamp,600000.0,True
241,Mark Williams,23,CHO,C,44,41,1171,23.9,0.647,0.009,0.365,11.8,29.3,20.3,16.5,1.3,4.5,12.0,21.4,3.1,1.6,4.7,0.195,2.5,0.9,3.5,1.6,,willima07,mark williams,6276531.0,False
460,Markelle Fultz,26,SAC,PG,21,0,184,8.9,0.452,0.119,0.015,3.6,8.5,6.1,20.0,2.7,1.1,18.2,19.3,-0.3,0.2,-0.1,-0.026,-4.5,-0.2,-4.7,-0.1,,fultzma01,markelle fultz,600000.0,True
466,Markieff Morris,35,2TM,PF,15,2,165,6.0,0.385,0.514,0.086,2.1,13.1,7.8,17.5,0.6,1.7,6.4,20.5,-0.3,0.1,-0.2,-0.044,-5.2,-2.5,-7.6,-0.2,,morrima02,markieff morris,600000.0,True
437,Marvin Bagley III,25,2TM,PF,31,2,265,18.4,0.56,0.179,0.33,15.0,18.2,16.6,6.5,1.6,2.7,9.0,20.9,0.4,0.2,0.6,0.108,0.4,-1.6,-1.2,0.1,,baglema01,marvin bagley iii,1200000.0,True
525,Mason Jones,26,SAC,SG,10,0,45,20.6,0.569,0.444,0.278,5.0,17.5,11.2,35.6,0.0,2.2,4.7,20.3,0.2,0.0,0.2,0.198,3.5,-0.6,2.9,0.1,,jonesma05,mason jones,600000.0,True
214,Mason Plumlee,34,PHO,C,74,21,1300,14.8,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,2.4,1.3,3.7,0.136,-1.5,1.0,-0.6,0.5,,plumlma01,mason plumlee,1200000.0,True
177,Matas Buzelis,20,CHI,SF,80,31,1511,12.5,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,0.5,1.4,1.9,0.06,-2.0,-0.5,-2.5,-0.2,ROY-7,buzelma01,matas buzelis,5455560.0,False
429,Matisse Thybulle,27,POR,SG,15,5,312,17.0,0.592,0.545,0.17,4.7,13.6,9.0,12.7,5.1,2.6,12.1,14.4,0.4,0.6,0.9,0.146,0.0,5.1,5.0,0.6,,thybuma01,matisse thybulle,11550000.0,False
512,Matt Ryan,27,NYK,SF,19,0,68,6.1,0.439,0.613,0.065,0.0,13.4,6.8,5.9,1.5,0.0,8.6,22.3,-0.1,0.1,-0.1,-0.057,-5.1,-2.3,-7.5,-0.1,,ryanma01,matt ryan,600000.0,True
72,Max Christie,21,2TM,SG,78,36,2127,10.4,0.57,0.532,0.258,2.0,11.2,6.7,9.2,1.5,1.3,11.8,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,,chrisma02,max christie,7714286.0,False
217,Max Strus,28,CLE,SF,50,37,1273,12.6,0.607,0.786,0.091,4.6,13.6,9.2,15.6,1.0,0.9,12.2,14.7,2.2,1.3,3.4,0.13,1.1,0.2,1.3,1.1,,strusma01,max strus,15936452.0,False
339,Maxi Kleber,33,DAL,PF,34,4,637,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0.0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,,klebima01,maxi kleber,11000000.0,False
422,Maxwell Lewis,22,2TM,SF,28,1,327,9.9,0.516,0.463,0.093,6.0,13.5,9.5,9.0,1.4,2.1,11.1,16.9,-0.1,0.3,0.2,0.03,-3.2,-1.1,-4.4,-0.2,,lewisma05,maxwell lewis,1200000.0,True
325,Micah Potter,26,UTA,C,38,10,705,8.5,0.563,0.726,0.148,6.6,18.4,12.5,5.8,1.0,1.9,17.7,10.3,0.2,0.3,0.4,0.03,-2.9,-0.6,-3.5,-0.3,,pottemi01,micah potter,1200000.0,True
19,Michael Porter Jr.,26,DEN,SF,77,77,2593,16.2,0.617,0.467,0.185,6.1,16.2,11.4,8.7,0.9,1.3,8.4,20.2,4.6,1.8,6.4,0.118,1.6,-1.7,-0.1,1.2,,portemi01,michael porter jr,38333050.0,False
1,Mikal Bridges,28,NYK,SF,82,82,3036,14.0,0.585,0.391,0.1,2.7,7.0,4.9,14.4,1.2,1.3,9.7,19.6,3.7,2.0,5.7,0.09,0.4,-0.9,-0.5,1.2,,bridgmi01,mikal bridges,24900000.0,False
136,Mike Conley,37,MIN,PG,71,64,1756,13.3,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,3.0,2.2,5.2,0.142,-0.1,1.3,1.2,1.4,,conlemi01,mike conley,10774038.0,False
87,Miles Bridges,26,CHO,PF,64,64,2029,17.7,0.541,0.413,0.233,3.7,21.9,12.6,21.7,1.1,2.2,10.2,28.0,1.3,1.8,3.2,0.075,2.3,-0.5,1.8,2.0,,bridgmi02,miles bridges,25000000.0,False
162,Miles McBride,24,NYK,PG,64,10,1593,12.6,0.531,0.57,0.117,3.4,8.1,5.8,15.6,2.1,1.0,6.7,16.8,1.8,1.4,3.2,0.098,-0.4,0.4,0.0,0.8,,mcbrimi01,miles mcbride,4333333.0,False
533,Miles Norris,24,BOS,PF,3,0,35,8.5,0.354,0.778,0.222,6.2,21.7,14.0,0.0,2.9,2.6,0.0,12.4,0.0,0.1,0.0,0.049,-2.3,0.4,-1.9,0.0,,norrimi01,miles norris,600000.0,True
432,Mitchell Robinson,26,NYK,C,17,3,290,20.4,0.676,0.0,0.339,20.8,19.2,20.0,5.9,2.7,5.8,13.4,11.1,0.8,0.5,1.3,0.221,1.5,1.8,3.3,0.4,,robinmi01,mitchell robinson,12954546.0,False
396,Mo Bamba,26,2TM,C,32,2,413,13.9,0.557,0.482,0.241,8.8,30.5,19.7,6.0,1.1,7.4,13.9,15.2,0.2,0.8,1.0,0.117,-2.7,1.9,-0.9,0.1,,bambamo01,mo bamba,1200000.0,True
357,Monte Morris,29,PHO,PG,45,0,571,13.1,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9.0,18.1,0.6,0.2,0.8,0.064,-1.0,-0.8,-1.8,0.0,,morrimo01,monte morris,1200000.0,True
358,Moritz Wagner,27,ORL,C,30,1,564,22.3,0.649,0.301,0.442,7.7,23.1,15.0,13.7,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.174,2.6,1.4,4.0,0.9,,wagnemo01,moritz wagner,5000000.0,False
485,Moses Brown,25,2TM,C,13,2,119,22.4,0.706,0.0,0.224,11.3,29.0,20.3,2.9,2.4,2.9,17.0,23.5,0.2,0.2,0.4,0.146,-0.3,0.5,0.1,0.1,,brownmo01,moses brown,600000.0,True
156,Moses Moody,22,GSW,SG,74,34,1649,12.4,0.578,0.593,0.234,3.3,9.2,6.2,8.3,1.7,1.8,7.9,17.4,1.7,1.8,3.5,0.102,-0.9,0.0,-0.9,0.5,,moodymo01,moses moody,11574075.0,False
365,Mouhamed Gueye,22,ATL,PF,33,28,533,14.4,0.52,0.474,0.246,8.8,20.0,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1.0,-0.6,0.2,,gueyemo02,mouhamed gueye,2221677.0,False
226,Moussa Diabaté,23,CHO,C,71,8,1241,16.5,0.609,0.021,0.414,15.7,22.0,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0.0,,diabamo01,moussa diabate,2270735.0,False
62,Myles Turner,28,IND,C,72,72,2174,16.1,0.612,0.486,0.293,4.7,19.4,12.1,7.1,1.2,6.0,11.8,20.7,1.8,2.9,4.7,0.104,0.0,0.4,0.4,1.3,,turnemy01,myles turner,1200000.0,True
515,Nae'Qwan Tomlin,24,CLE,PF,5,1,63,14.4,0.489,0.313,0.344,15.9,20.1,18.1,4.4,0.0,1.4,5.1,26.1,0.1,0.1,0.1,0.093,-3.0,-2.4,-5.5,-0.1,,tomlina01,naeqwan tomlin,600000.0,True
103,Naji Marshall,27,DAL,SF,69,31,1919,15.1,0.584,0.306,0.225,4.4,14.0,9.3,15.8,1.8,0.5,12.5,20.0,2.0,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,,marshna01,naji marshall,9000000.0,False
60,Naz Reid,25,MIN,C,80,17,2200,15.8,0.577,0.501,0.155,4.7,19.3,12.1,12.6,1.3,3.0,9.9,21.5,2.4,3.3,5.7,0.125,0.8,0.8,1.6,2.0,6MOY-5,reidna01,naz reid,1200000.0,True
292,Neemias Queta,25,BOS,C,62,6,863,16.3,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1.0,4.5,14.8,13.7,1.8,1.4,3.2,0.179,-1.7,1.0,-0.7,0.3,,quetane01,neemias queta,2349578.0,False
523,N'Faly Dante,23,HOU,C,4,0,51,24.0,0.789,0.0,0.385,12.3,32.0,21.9,5.7,1.0,8.8,11.6,13.9,0.2,0.1,0.3,0.283,0.7,1.7,2.4,0.1,,nfalyda01,nfaly dante,600000.0,True
109,Nic Claxton,25,BRK,C,70,62,1882,16.5,0.569,0.037,0.271,9.0,22.7,15.5,13.7,1.6,5.3,12.0,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,,claxtni01,nic claxton,25352272.0,False
221,Nick Richards,27,2TM,C,57,43,1256,16.6,0.634,0.006,0.461,13.1,27.5,20.4,5.9,0.5,4.2,16.3,17.3,1.8,1.2,3.0,0.114,-2.0,-1.3,-3.3,-0.4,,richani01,nick richards,5000000.0,False
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,8.3,0.502,0.539,0.081,1.0,9.1,5.0,16.7,0.6,0.4,12.2,20.8,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3,,smithni01,nick smith jr,2710680.0,False
80,Nickeil Alexander-Walker,26,MIN,SG,82,10,2073,11.6,0.579,0.601,0.192,2.9,11.1,7.1,15.0,1.2,1.5,12.9,16.0,2.0,2.3,4.3,0.099,-0.8,0.4,-0.4,0.8,6MOY-6,alexani01,nickeil alexanderwalker,1200000.0,True
201,Nicolas Batum,36,LAC,PF,78,8,1367,10.3,0.633,0.853,0.088,4.0,14.0,9.0,7.8,1.9,2.6,12.1,9.0,1.5,2.0,3.5,0.124,-1.2,2.0,0.8,1.0,,batumni01,nicolas batum,1200000.0,True
22,Nikola Jokić,29,DEN,C,70,70,2571,32.0,0.663,0.243,0.331,9.0,28.2,19.1,44.1,2.4,1.6,12.8,29.5,12.7,3.8,16.4,0.307,9.9,3.3,13.3,9.8,MVP-2CPOY-2ASNBA1,jokicni01,nikola jokic,55224526.0,False
243,Nikola Jović,21,MIA,PF,46,10,1156,13.8,0.595,0.557,0.231,2.5,14.6,8.6,16.6,1.6,1.1,12.6,18.3,1.2,1.3,2.5,0.104,-0.3,0.6,0.3,0.7,,jovicni01,nikola jovic,4445417.0,False
47,Nikola Vučević,34,CHI,C,73,72,2278,20.3,0.611,0.309,0.144,8.3,25.2,16.9,17.1,1.2,2.0,9.7,22.4,4.7,2.6,7.3,0.153,2.5,0.1,2.6,2.7,,vucevni01,nikola vucevic,21481481.0,False
265,Noah Clowney,20,BRK,PF,46,20,1042,9.2,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2.0,10.2,19.0,-0.3,0.8,0.5,0.023,-3.1,-1.0,-4.1,-0.5,,clownno01,noah clowney,3398640.0,False
96,Norman Powell,31,LAC,SG,60,60,1958,17.5,0.615,0.453,0.28,1.2,9.6,5.5,10.2,1.8,0.5,9.2,26.1,2.9,2.3,5.3,0.129,1.7,-0.2,1.5,1.8,,powelno01,norman powell,20482758.0,False
167,Obi Toppin,26,IND,PF,79,4,1545,17.4,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4,,toppiob01,obi toppin,14000000.0,False
142,Ochai Agbaji,24,TOR,SG,64,45,1739,12.0,0.601,0.474,0.09,3.7,11.4,7.5,7.9,1.6,1.6,8.9,14.6,1.6,1.5,3.1,0.087,-0.9,0.2,-0.7,0.5,,agbajoc01,ochai agbaji,6383525.0,False
9,OG Anunoby,27,NYK,PF,74,74,2706,15.4,0.591,0.448,0.22,4.2,11.0,7.6,8.5,2.0,2.2,8.3,19.7,3.7,2.8,6.5,0.116,0.7,0.1,0.7,1.9,,anunoog01,og anunoby,39568966.0,False
354,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,12.6,0.484,0.293,0.437,8.4,15.0,11.8,9.1,2.2,0.9,6.3,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0.0,,prospol01,oliviermaxence prosper,3007080.0,False
82,Onyeka Okongwu,24,ATL,C,74,40,2064,19.0,0.634,0.216,0.316,11.4,24.0,17.5,11.4,1.6,3.0,10.4,17.3,4.9,2.3,7.2,0.168,1.2,0.2,1.3,1.7,,okongon01,onyeka okongwu,15000000.0,False
314,Orlando Robinson,24,2TM,C,44,8,770,12.9,0.519,0.199,0.268,12.1,18.7,15.4,14.0,1.1,2.0,14.4,18.5,0.4,0.8,1.2,0.072,-3.0,-0.4,-3.4,-0.3,,robinor01,orlando robinson,1200000.0,True
438,Oscar Tshiebwe,25,UTA,C,14,1,255,21.0,0.64,0.0,0.443,19.6,31.9,25.8,5.3,2.4,0.4,10.7,15.3,0.7,0.3,1.0,0.182,0.6,-2.0,-1.4,0.0,,tshieos01,oscar tshiebwe,1200000.0,True
475,Oshae Brissett,26,PHI,SF,6,2,142,9.8,0.576,0.462,0.359,5.4,12.5,8.8,4.1,1.4,2.1,15.0,16.3,0.0,0.1,0.1,0.019,-3.7,-2.6,-6.3,-0.1,,brissos01,oshae brissett,600000.0,True
262,Oso Ighodaro,22,PHO,PF,61,6,1045,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,,ighodos01,oso ighodaro,1955377.0,False
399,Ousmane Dieng,21,OKC,C,37,1,405,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2.0,1.7,12.0,15.7,0.1,0.7,0.9,0.104,-2.0,1.1,-0.9,0.1,,diengou01,ousmane dieng,6670882.0,False
492,Pacome Dadiet,19,NYK,SG,18,0,111,6.3,0.446,0.613,0.194,3.1,15.4,9.3,5.6,1.3,1.7,10.6,14.7,-0.1,0.1,0.0,0.002,-4.9,-1.5,-6.5,-0.1,,dadiepa01,pacome dadiet,2847600.0,False
165,Paolo Banchero,22,ORL,PF,46,46,1582,20.0,0.551,0.299,0.423,3.5,22.4,12.5,26.0,1.1,1.7,11.2,33.6,1.1,2.4,3.5,0.106,3.4,0.2,3.5,2.2,,banchpa01,paolo banchero,15334769.0,False
25,Pascal Siakam,30,IND,PF,78,78,2548,19.2,0.599,0.274,0.261,5.9,17.6,11.8,15.7,1.3,1.5,7.6,24.2,5.0,2.5,7.5,0.142,2.2,-0.5,1.7,2.4,AS,siakapa01,pascal siakam,45550512.0,False
348,Pat Connaughton,32,MIL,SG,41,1,603,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0.0,,connapa01,pat connaughton,9423869.0,False
443,Pat Spencer,28,GSW,PG,39,0,250,12.6,0.455,0.218,0.149,6.3,13.7,9.9,28.1,2.7,1.1,14.3,21.2,-0.1,0.4,0.3,0.055,-3.0,1.4,-1.6,0.0,,spencpa01,pat spencer,1200000.0,True
493,Patrick Baldwin Jr.,22,2TM,SF,24,0,107,16.2,0.721,0.657,0.114,4.8,19.7,12.3,4.6,1.3,1.7,12.0,16.4,0.1,0.1,0.2,0.098,2.4,-0.9,1.5,0.1,,baldwpa01,patrick baldwin jr,600000.0,True
166,Patrick Williams,23,CHI,PF,63,36,1576,9.0,0.512,0.527,0.161,2.9,12.7,7.9,10.3,1.4,1.8,13.5,16.9,-0.9,1.3,0.4,0.012,-3.0,-0.7,-3.7,-0.7,,willipa01,patrick williams,18000000.0,False
424,Patty Mills,36,2TM,PG,29,0,321,8.4,0.543,0.781,0.146,1.4,6.0,3.7,11.1,1.9,0.9,14.3,15.6,0.0,0.1,0.1,0.017,-3.2,0.0,-3.2,-0.1,,millspa02,patty mills,1200000.0,True
209,Paul George,34,PHI,PF,41,41,1334,14.5,0.543,0.47,0.17,2.0,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1.0,0.036,-0.5,0.1,-0.4,0.5,,georgpa01,paul george,51666090.0,False
391,Paul Reed,25,DET,C,45,0,438,18.6,0.573,0.197,0.296,10.2,20.8,15.6,14.0,4.3,5.4,13.9,18.0,0.6,1.0,1.6,0.173,-1.2,4.0,2.9,0.5,,reedpa01,paul reed,1200000.0,True
48,Payton Pritchard,27,BOS,PG,80,3,2271,17.6,0.633,0.723,0.097,4.9,9.8,7.3,18.1,1.5,0.6,8.4,19.0,6.1,2.5,8.6,0.183,3.4,0.2,3.5,3.2,6MOY-1,pritcpa01,payton pritchard,7232143.0,False
310,Pelle Larsson,23,MIA,SG,55,8,782,10.2,0.546,0.468,0.3,4.0,9.0,6.5,11.6,2.0,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,,larsspe01,pelle larsson,1955377.0,False
477,Pete Nance,24,2TM,C,13,1,138,8.5,0.578,0.75,0.063,4.0,12.9,8.4,9.7,0.7,1.4,10.8,11.7,0.1,0.1,0.2,0.064,-3.1,-1.7,-4.9,-0.1,,nancepe01,pete nance,600000.0,True
155,Peyton Watson,22,DEN,SF,68,18,1656,11.4,0.564,0.318,0.32,3.3,11.8,7.7,7.0,1.4,5.0,10.3,13.9,1.0,1.5,2.5,0.073,-2.1,0.3,-1.8,0.1,,watsope01,peyton watson,4356476.0,False
526,Phillip Wheeler,22,PHI,PF,5,0,44,-2.3,0.183,0.476,0.095,4.9,16.1,10.3,6.0,1.1,4.5,4.4,22.6,-0.3,0.0,-0.3,-0.283,-12.0,-6.2,-18.2,-0.2,,wheelph02,phillip wheeler,600000.0,True
531,PJ Dozier,28,MIN,SG,9,0,35,9.5,0.621,1.0,2.0,3.2,12.5,7.9,18.1,1.4,0.0,15.1,8.2,0.0,0.0,0.1,0.107,-2.0,2.7,0.7,0.0,,doziepj01,pj dozier,600000.0,True
514,PJ Hall,22,DEN,C,19,0,66,18.3,0.641,0.333,0.167,10.5,25.4,18.3,8.4,0.0,5.4,7.2,17.8,0.2,0.1,0.2,0.168,-0.7,-0.6,-1.3,0.0,,hallpj01,pj hall,600000.0,True
518,P.J. Tucker,39,NYK,SF,3,1,58,5.5,0.643,0.857,0.0,8.0,7.8,7.9,0.0,0.9,1.6,12.5,6.0,0.0,0.0,0.1,0.07,-4.8,-2.4,-7.2,-0.1,,tuckepj01,pj tucker,3468960.0,False
122,P.J. Washington,26,DAL,PF,57,56,1835,14.0,0.556,0.359,0.298,5.0,20.9,13.1,10.1,1.7,2.8,13.6,20.4,0.3,2.1,2.4,0.062,-1.1,0.2,-0.9,0.5,,washipj01,pj washington,14152174.0,False
242,Precious Achiuwa,25,NYK,C,57,10,1170,13.6,0.53,0.11,0.211,10.0,21.0,15.5,6.2,2.0,3.3,11.2,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0.0,,achiupr01,precious achiuwa,1200000.0,True
90,Quentin Grimes,24,2TM,SG,75,37,2013,15.9,0.595,0.512,0.26,3.2,14.7,8.9,17.7,1.8,1.0,13.3,22.8,2.0,1.4,3.4,0.081,1.3,-0.9,0.4,1.2,,grimequ01,quentin grimes,1200000.0,True
408,Quenton Jackson,26,IND,PG,28,7,381,14.7,0.58,0.328,0.328,4.1,8.7,6.4,18.6,2.6,1.2,10.3,17.7,0.6,0.4,1.0,0.126,-1.2,0.8,-0.3,0.2,,jacksqu01,quenton jackson,1200000.0,True
559,Quincy Olivari,23,LAL,PG,2,0,10,-5.2,0.3,1.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,16.7,26.3,-0.1,0.0,-0.1,-0.3,-10.1,-8.5,-18.6,0.0,,olivaqu01,quincy olivari,600000.0,True
328,Quinten Post,24,GSW,PF,42,14,686,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0.0,0.1,0.4,,postqu01,quinten post,1955377.0,False
387,Rayan Rupert,20,POR,SG,52,0,460,8.1,0.499,0.415,0.211,6.0,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-0.3,0.4,0.1,0.007,-4.1,-0.6,-4.7,-0.3,,ruperra01,rayan rupert,2221677.0,False
510,RayJ Dennis,23,IND,PG,11,0,70,13.9,0.443,0.636,0.061,3.2,15.8,9.6,26.9,4.8,2.6,12.9,24.0,-0.1,0.1,0.1,0.036,-2.2,3.0,0.7,0.0,,dennira01,rayj dennis,600000.0,True
383,Reece Beekman,23,2TM,PG,36,4,469,7.5,0.4,0.374,0.196,3.0,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-0.4,0.5,0.1,0.01,-6.7,1.3,-5.4,-0.4,,beekmre01,reece beekman,1200000.0,True
336,Reed Sheppard,20,HOU,PG,52,3,654,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1.0,0.8,0.055,-3.0,1.3,-1.7,0.1,,sheppre01,reed sheppard,10603560.0,False
406,Reggie Jackson,34,PHI,PG,31,1,384,9.8,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11.0,17.5,0.0,0.2,0.1,0.015,-3.2,-0.8,-4.0,-0.2,,jacksre01,reggie jackson,1200000.0,True
364,Richaun Holmes,31,WAS,PF,31,7,534,19.8,0.695,0.022,0.432,12.0,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2.0,0.178,1.2,0.0,1.1,0.4,,holmeri01,richaun holmes,1200000.0,True
223,Ricky Council IV,23,PHI,SF,73,12,1250,11.6,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1.0,8.9,20.3,0.1,0.5,0.6,0.023,-2.0,-2.3,-4.3,-0.7,,councri01,ricky council iv,2221677.0,False
562,Riley Minix,24,SAS,SF,1,0,7,-1.7,0.0,1.0,0.0,0.0,30.7,15.3,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.114,-8.5,-3.3,-11.8,0.0,,minixri01,riley minix,600000.0,True
114,RJ Barrett,24,TOR,SF,58,58,1869,16.5,0.547,0.312,0.317,3.4,17.9,10.5,27.3,1.2,0.9,12.9,28.7,0.6,1.7,2.4,0.061,1.2,-0.7,0.6,1.2,,barrerj01,rj barrett,27705357.0,False
368,Rob Dillingham,20,MIN,PG,49,1,516,10.2,0.503,0.351,0.071,2.6,8.0,5.4,28.4,1.9,0.2,19.6,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,,dilliro01,rob dillingham,6576120.0,False
416,Robert Williams,27,POR,C,20,3,351,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3.0,0.4,,williro04,robert williams,13285713.0,False
550,Ron Harper Jr.,24,DET,SF,1,0,17,7.9,0.225,0.75,0.25,26.3,19.4,22.8,14.3,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-0.06,-5.5,-9.2,-14.7,0.0,,harpero02,ron harper jr,600000.0,True
