Rk,Player,Age,Tm,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,bbref_id,Player_clean,salary_2025_26,salary_imputed
219,Ron Holland,19,DET,SF,81,2,1266,11.1,0.556,0.363,0.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3.0,-0.3,,hollaro01,ron holland,8657280.0,False
121,Royce O'Neale,31,PHO,SF,75,22,1837,12.6,0.585,0.774,0.046,3.3,17.5,10.6,12.3,1.8,1.7,10.1,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1.0,,onealro01,royce oneale,10125000.0,False
37,Rudy Gobert,32,MIN,C,72,72,2388,18.3,0.687,0.0,0.535,12.5,23.8,18.2,7.5,1.2,4.1,12.4,13.0,6.1,4.0,10.1,0.204,0.6,1.3,1.9,2.4,DPOY-13DEF2,goberru01,rudy gobert,35000000.0,False
113,Rui Hachimura,26,LAL,PF,59,57,1869,13.6,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,,hachiru01,rui hachimura,18259259.0,False
78,Russell Westbrook,36,DEN,PG,75,36,2092,14.3,0.532,0.35,0.28,5.6,13.4,9.7,28.8,2.4,1.6,20.6,23.8,-0.1,2.1,1.9,0.045,-0.9,-0.2,-1.1,0.5,6MOY-7,westbru01,russell westbrook,3468960.0,False
194,Ryan Dunn,22,PHO,SF,74,44,1410,10.7,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,0.2,0.7,1.0,0.034,-2.9,-1.2,-4.1,-0.7,,dunnry01,ryan dunn,2657760.0,False
302,Ryan Rollins,22,MIL,PG,56,19,820,14.0,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,0.7,1.0,1.7,0.101,-1.4,0.9,-0.5,0.3,,rolliry01,ryan rollins,1200000.0,True
169,Sam Hauser,27,BOS,PF,71,19,1541,12.8,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,2.6,1.8,4.4,0.136,0.9,-0.1,0.8,1.1,,hausesa01,sam hauser,10044644.0,False
195,Sam Merrill,28,CLE,SG,71,4,1401,11.1,0.583,0.868,0.068,3.0,8.9,6.1,9.6,1.8,0.9,7.4,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8,,merrisa01,sam merrill,1200000.0,True
330,Sandro Mamukelashvili,25,SAS,PF,61,0,681,19.7,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,1.6,0.6,2.2,0.152,3.3,-1.0,2.3,0.7,,mamuksa01,sandro mamukelashvili,1200000.0,True
151,Santi Aldama,24,MEM,PF,65,16,1660,16.8,0.588,0.503,0.145,6.1,20.3,13.3,15.2,1.5,1.6,9.3,18.5,2.9,2.0,5.0,0.144,2.5,0.7,3.2,2.2,,aldamsa01,santi aldama,1200000.0,True
133,Scoot Henderson,20,POR,PG,66,10,1759,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,,hendesc01,scoot henderson,10748040.0,False
71,Scottie Barnes,23,TOR,PF,65,65,2134,17.8,0.523,0.263,0.284,5.3,20.2,12.6,27.7,2.1,2.8,13.4,27.0,0.6,2.9,3.5,0.078,1.5,0.9,2.4,2.3,,barnesc01,scottie barnes,38661750.0,False
149,Scotty Pippen Jr.,24,MEM,PG,79,21,1683,15.8,0.582,0.369,0.288,4.1,12.1,8.1,27.1,2.8,1.6,17.1,19.3,2.4,2.3,4.7,0.133,0.0,1.8,1.9,1.7,,pippesc02,scotty pippen jr,2270735.0,False
259,Seth Curry,34,CHO,SG,68,14,1062,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,,curryse01,seth curry,1200000.0,True
50,Shaedon Sharpe,21,POR,SG,72,52,2252,14.5,0.551,0.428,0.219,3.2,12.7,7.8,14.2,1.3,0.6,11.0,25.1,1.3,1.7,3.0,0.064,0.0,-1.3,-1.3,0.4,,sharpsh01,shaedon sharpe,8399983.0,False
18,Shai Gilgeous-Alexander,26,OKC,PG,76,76,2598,30.7,0.637,0.263,0.404,2.8,12.6,7.8,31.3,2.4,3.0,8.6,34.8,11.9,4.8,16.7,0.309,8.9,2.6,11.5,8.9,MVP-1DPOY-10CPOY-8ASNBA1,gilgesh01,shai gilgeousalexander,38333050.0,False
298,Shake Milton,28,2TM,SG,57,2,837,11.9,0.563,0.417,0.232,4.2,9.9,7.0,18.3,1.5,0.5,12.5,16.7,0.8,0.5,1.3,0.077,-1.7,-0.5,-2.2,0.0,,miltosh01,shake milton,3000000.0,False
489,Sidy Cissoko,20,2TM,SF,22,0,114,6.7,0.471,0.433,0.3,7.4,12.4,9.9,17.7,0.9,0.8,24.5,16.6,-0.2,0.1,-0.1,-0.045,-4.8,-0.3,-5.1,-0.1,,cissosi01,sidy cissoko,600000.0,True
228,Simone Fontecchio,29,DET,SF,75,0,1237,9.7,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,,fontesi01,simone fontecchio,8307692.0,False
555,Skal Labissière,28,SAC,PF,4,0,12,15.9,0.625,0.25,0.0,9.3,18.7,14.0,11.6,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.165,3.3,-1.3,2.1,0.0,,labissk01,skal labissiere,600000.0,True
70,Spencer Dinwiddie,31,DAL,PG,79,30,2136,13.0,0.553,0.478,0.356,0.9,9.5,5.3,22.1,1.6,0.7,11.4,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,,dinwisp01,spencer dinwiddie,1200000.0,True
481,Spencer Jones,23,DEN,SF,20,0,125,4.5,0.368,0.5,0.088,7.4,7.5,7.5,4.7,1.9,3.6,12.4,13.7,-0.2,0.1,-0.1,-0.031,-7.7,-0.8,-8.5,-0.2,,jonessp01,spencer jones,600000.0,True
501,Stanley Umude,25,MIL,SG,22,0,86,3.4,0.27,0.577,0.154,5.3,15.8,10.7,5.7,1.7,6.5,9.8,15.7,-0.3,0.1,-0.2,-0.086,-7.5,-0.7,-8.1,-0.1,,umudest01,stanley umude,600000.0,True
51,Stephen Curry,36,GSW,PG,70,70,2252,21.5,0.618,0.623,0.238,1.9,13.3,7.4,31.3,1.7,1.3,12.6,29.8,5.2,2.7,7.9,0.168,6.4,0.0,6.3,4.8,MVP-9CPOY-5ASNBA2,curryst01,stephen curry,59606817.0,False
65,Stephon Castle,20,SAS,PG,81,47,2162,13.7,0.522,0.337,0.348,4.4,10.3,7.4,22.8,1.7,0.9,13.4,26.0,0.1,1.0,1.1,0.025,-1.5,-1.7,-3.2,-0.6,ROY-1,castlst01,stephon castle,9560520.0,False
304,Steven Adams,31,HOU,C,58,3,794,16.6,0.541,0.012,0.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,0.137,0.0,0.3,0.3,0.5,,adamsst01,steven adams,1200000.0,True
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,,mykhasv01,svi mykhailiuk,3675000.0,False
398,Taj Gibson,39,CHO,C,37,11,409,10.8,0.515,0.021,0.211,13.0,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0.0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3,,gibsota01,taj gibson,1200000.0,True
323,Talen Horton-Tucker,24,CHI,SG,58,0,724,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,,hortota01,talen hortontucker,1200000.0,True
190,Tari Eason,23,HOU,PF,57,16,1420,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5.0,0.169,1.0,2.6,3.6,2.0,,easonta01,tari eason,5675766.0,False
64,Taurean Prince,30,MIL,SF,80,73,2166,9.8,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,1.3,2.2,3.5,0.077,-2.0,0.3,-1.7,0.1,,princta02,taurean prince,1200000.0,True
507,Taylor Hendricks,21,UTA,PF,3,3,75,7.1,0.354,0.667,0.222,7.2,14.3,10.8,3.4,3.2,5.0,9.2,12.1,-0.1,0.1,0.0,-0.008,-4.8,1.3,-3.5,0.0,,hendrta01,taylor hendricks,6127080.0,False
549,Taze Moore,26,POR,SG,2,0,20,7.1,0.276,0.4,0.2,21.1,22.3,21.7,6.8,4.9,0.0,15.5,26.8,-0.1,0.0,-0.1,-0.15,-3.9,-0.4,-4.3,0.0,,mooreta02,taze moore,600000.0,True
193,Terance Mann,28,2TM,SG,67,13,1414,12.0,0.584,0.395,0.165,5.3,10.4,7.8,11.7,1.6,1.0,9.6,14.7,1.7,1.3,3.0,0.101,-1.4,0.0,-1.3,0.2,,mannte01,terance mann,15500000.0,False
560,Terence Davis,27,SAC,SG,1,0,8,-4.0,0.0,0.5,0.0,0.0,14.0,7.0,14.1,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.191,-12.8,-4.1,-16.9,0.0,,daviste02,terence davis,2546675.0,False
419,Terrence Shannon Jr.,24,MIN,SG,32,1,339,11.9,0.56,0.272,0.184,3.3,11.9,7.7,13.8,1.0,1.4,10.9,17.7,0.3,0.4,0.6,0.091,-2.1,0.0,-2.1,0.0,,shannte01,terrence shannon jr,2674080.0,False
154,Terry Rozier,30,MIA,PG,64,23,1658,10.5,0.497,0.485,0.17,3.0,12.8,7.9,14.8,1.1,0.8,10.3,20.4,-0.5,1.5,1.0,0.029,-2.6,-1.0,-3.7,-0.7,,roziete01,terry rozier,26643031.0,False
564,Terry Taylor,25,SAC,PF,3,0,6,9.8,0.0,0.0,0.0,18.6,0.0,9.3,37.6,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.049,3.2,0.1,3.3,0.0,,taylote01,terry taylor,600000.0,True
276,Thomas Bryant,27,2TM,C,66,8,963,17.2,0.614,0.461,0.199,9.7,19.2,14.5,7.6,1.4,3.9,7.9,17.1,1.8,1.2,3.1,0.152,0.7,0.0,0.6,0.6,,bryanth01,thomas bryant,1200000.0,True
224,Tidjane Salaün,19,CHO,PF,60,10,1244,7.7,0.457,0.594,0.272,5.9,18.4,12.0,8.5,1.1,1.1,13.1,15.2,-0.9,0.9,0.0,0.002,-4.3,-0.8,-5.2,-1.0,,salauti01,tidjane salaun,7863240.0,False
68,Tim Hardaway Jr.,32,DET,SG,77,77,2153,9.8,0.567,0.672,0.213,0.9,8.4,4.7,7.6,0.8,0.3,6.1,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0.0,,hardati02,tim hardaway jr,1200000.0,True
192,T.J. McConnell,32,IND,PG,79,1,1415,18.4,0.547,0.079,0.123,3.5,11.6,7.6,37.0,2.8,1.3,14.2,23.4,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2,,mccontj01,tj mcconnell,10200000.0,False
38,Tobias Harris,32,DET,PF,73,73,2305,13.9,0.571,0.328,0.206,3.1,17.5,10.4,9.8,1.5,2.4,8.8,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,,harrito02,tobias harris,26634146.0,False
546,Tolu Smith,24,DET,PF,1,0,22,19.5,0.678,0.0,0.333,20.3,20.0,20.1,0.0,0.0,0.0,16.2,23.6,0.0,0.0,0.1,0.128,-2.4,-6.5,-8.9,0.0,,smithto05,tolu smith,600000.0,True
490,Tony Bradley,27,IND,C,14,0,113,23.2,0.64,0.067,0.133,17.9,23.5,20.7,8.3,0.9,7.2,9.5,20.1,0.3,0.2,0.4,0.187,1.5,-0.3,1.2,0.1,,bradlto01,tony bradley,2940876.0,False
427,Torrey Craig,34,2TM,SF,26,4,314,12.9,0.567,0.733,0.133,9.3,15.6,12.5,7.2,1.3,3.5,7.7,14.1,0.4,0.4,0.8,0.122,-1.0,0.1,-0.9,0.1,,craigto01,torrey craig,1200000.0,True
333,Tosan Evbuomwan,23,BRK,SF,28,0,665,11.6,0.53,0.35,0.332,5.2,15.8,10.2,12.9,1.8,1.5,13.4,19.1,0.0,0.6,0.6,0.044,-3.0,-0.3,-3.2,-0.2,,evbuoto01,tosan evbuomwan,1200000.0,True
24,Toumani Camara,24,POR,PF,78,78,2548,12.5,0.572,0.503,0.176,7.2,12.1,9.6,9.6,2.2,1.8,12.4,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,DPOY-9DEF2,camarto01,toumani camara,2221677.0,False
7,Trae Young,26,ATL,PG,76,76,2739,18.3,0.567,0.467,0.408,1.4,8.2,4.7,46.4,1.6,0.4,17.9,29.6,4.4,1.3,5.7,0.1,3.3,-2.7,0.5,1.7,CPOY-4AS,youngtr01,trae young,45999660.0,False
275,Trayce Jackson-Davis,24,GSW,C,62,37,967,18.5,0.587,0.01,0.338,13.2,21.7,17.3,16.1,1.2,3.7,11.5,17.1,1.9,1.4,3.4,0.167,0.3,0.9,1.2,0.8,,jackstr02,trayce jacksondavis,2221677.0,False
288,Tre Jones,25,2TM,PG,46,9,905,16.3,0.617,0.202,0.282,3.7,9.9,6.8,28.6,1.9,1.0,11.6,14.1,2.3,0.6,2.9,0.155,0.5,1.0,1.5,0.8,,jonestr01,tre jones,1200000.0,True
425,Tre Mann,23,CHO,PG,13,0,319,13.3,0.537,0.373,0.13,3.9,8.9,6.3,21.2,1.1,1.2,12.8,26.0,0.0,0.1,0.1,0.019,-0.6,-1.9,-2.4,0.0,,manntr01,tre mann,1200000.0,True
283,Trendon Watford,24,BRK,PF,44,6,913,13.0,0.557,0.251,0.349,4.4,16.0,9.9,21.0,1.5,1.3,17.1,23.3,0.0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,,watfotr01,trendon watford,1200000.0,True
542,Trentyn Flowers,19,LAC,SF,6,0,27,4.3,0.446,0.182,0.273,4.3,12.4,8.4,0.0,0.0,0.0,7.5,21.5,0.0,0.0,0.0,-0.033,-7.1,-1.3,-8.3,0.0,,flowetr01,trentyn flowers,600000.0,True
393,Trevelin Queen,27,ORL,SG,31,2,430,11.9,0.486,0.524,0.143,6.6,7.9,7.2,13.3,3.6,2.2,12.3,18.1,-0.1,0.8,0.7,0.074,-2.6,2.3,-0.3,0.2,,queentr01,trevelin queen,1200000.0,True
487,Trey Alexander,21,DEN,SG,24,0,117,2.9,0.374,0.415,0.098,1.0,9.8,5.6,11.4,0.8,0.8,10.5,17.3,-0.2,0.0,-0.2,-0.077,-7.9,-1.8,-9.7,-0.2,,alexatr01,trey alexander,600000.0,True
405,Trey Jemison,25,2TM,C,38,0,392,8.9,0.537,0.0,0.446,12.4,17.1,14.8,5.5,1.1,3.6,21.3,12.4,0.0,0.3,0.3,0.037,-6.3,-0.5,-6.8,-0.5,,jemistr01,trey jemison,1200000.0,True
205,Trey Lyles,29,SAC,PF,69,5,1349,12.3,0.551,0.636,0.214,6.6,19.6,13.1,7.9,1.5,1.7,8.7,14.3,1.3,1.2,2.6,0.091,-0.4,-0.3,-0.7,0.4,,lylestr01,trey lyles,1200000.0,True
116,Trey Murphy III,24,NOP,SF,53,51,1854,17.3,0.598,0.522,0.274,2.7,13.2,7.8,15.9,1.5,2.0,9.9,23.7,3.0,0.5,3.5,0.091,2.1,-1.4,0.8,1.3,,murphtr02,trey murphy iii,25000000.0,False
157,Tristan Da Silva,23,ORL,SF,74,38,1629,9.9,0.522,0.495,0.13,4.9,12.7,8.6,10.3,1.0,1.1,9.9,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,,dasiltr01,tristan da silva,3809520.0,False
421,Tristan Thompson,33,CLE,C,40,0,328,9.1,0.41,0.042,0.423,10.9,32.7,22.1,8.8,0.3,3.0,14.3,12.7,-0.2,0.5,0.4,0.057,-4.9,0.3,-4.6,-0.2,,thomptr01,tristan thompson,1200000.0,True
371,Tristan Vukcevic,21,WAS,C,35,1,513,17.8,0.608,0.421,0.277,5.2,21.2,13.2,13.0,1.0,4.0,13.4,25.7,0.3,0.4,0.7,0.069,0.4,-0.9,-0.5,0.2,,vukcetr01,tristan vukcevic,1200000.0,True
553,Tristen Newton,23,2TM,SG,8,0,16,-6.1,0.178,0.375,0.125,14.1,13.6,13.9,15.4,3.1,0.0,19.2,28.2,-0.1,0.0,-0.1,-0.33,-16.7,-4.0,-20.7,-0.1,,newtotr01,tristen newton,600000.0,True
197,Ty Jerome,27,CLE,SG,70,3,1392,21.0,0.643,0.409,0.239,4.0,9.3,6.7,24.5,2.7,0.2,11.9,23.6,4.2,1.8,5.9,0.204,3.5,0.8,4.3,2.2,6MOY-3,jeromty01,ty jerome,1200000.0,True
8,Tyler Herro,25,MIA,SG,77,77,2725,19.7,0.605,0.486,0.237,1.4,14.6,8.1,26.2,1.3,0.6,11.5,28.0,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,AS,herroty01,tyler herro,31000000.0,False
431,Tyler Kolek,23,NYK,PG,41,0,296,10.3,0.453,0.573,0.207,3.1,7.3,5.2,29.5,2.0,1.3,16.7,15.8,0.1,0.3,0.4,0.058,-2.6,-0.3,-2.8,-0.1,,kolekty01,tyler kolek,2191897.0,False
483,Tyler Smith,20,MIL,PF,23,0,122,15.2,0.626,0.6,0.16,5.6,16.3,11.1,4.9,1.2,3.1,13.0,22.1,0.1,0.1,0.2,0.083,0.4,-1.2,-0.9,0.0,,smithty02,tyler smith,1955377.0,False
30,Tyrese Haliburton,24,IND,PG,73,73,2451,21.8,0.616,0.559,0.221,1.9,9.7,5.9,38.9,2.1,1.8,9.8,21.6,8.1,2.3,10.4,0.204,5.7,0.2,5.8,4.9,NBA3,halibty01,tyrese haliburton,45550512.0,False
213,Tyrese Martin,25,BRK,SG,60,11,1315,10.9,0.533,0.606,0.125,4.8,14.6,9.5,14.6,1.3,0.7,13.1,18.8,0.0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2,,martity01,tyrese martin,2191897.0,False
95,Tyrese Maxey,24,PHI,PG,52,52,1960,19.5,0.562,0.438,0.265,0.8,9.6,5.0,28.0,2.3,1.1,9.2,29.8,2.9,1.0,3.8,0.094,3.2,-1.1,2.0,2.0,CPOY-10,maxeyty01,tyrese maxey,37958760.0,False
470,Tyson Etienne,25,BRK,PG,7,0,151,5.6,0.488,0.846,0.192,2.2,4.7,3.4,11.9,1.0,0.7,12.4,18.6,-0.1,0.1,-0.1,-0.021,-5.7,-3.1,-8.8,-0.3,,etienty01,tyson etienne,600000.0,True
486,TyTy Washington Jr.,23,PHO,PG,16,0,118,6.5,0.367,0.467,0.133,3.9,8.3,6.1,18.5,1.3,0.0,5.9,19.0,-0.2,0.0,-0.2,-0.065,-5.6,-2.5,-8.0,-0.2,,washity02,tyty washington jr,600000.0,True
61,Tyus Jones,28,PHO,PG,81,58,2174,14.5,0.585,0.587,0.083,2.1,7.8,5.0,27.7,1.6,0.3,11.4,16.2,4.0,0.3,4.4,0.096,1.4,-1.3,0.1,1.1,,jonesty01,tyus jones,1200000.0,True
538,Ulrich Chomche,19,TOR,PF,7,0,32,5.2,0.425,0.0,0.4,13.1,13.7,13.4,7.8,0.0,3.0,25.4,10.3,0.0,0.0,0.0,0.001,-6.1,-1.3,-7.4,0.0,,chomcul01,ulrich chomche,600000.0,True
308,Vasilije Micić,31,2TM,PG,41,16,785,6.5,0.462,0.458,0.15,2.7,9.6,6.0,24.3,0.9,0.0,20.9,19.9,-1.2,0.2,-1.0,-0.06,-4.6,-2.4,-7.0,-1.0,,micicva01,vasilije micic,8109150.0,False
172,Victor Wembanyama,21,SAS,C,46,46,1527,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1.0,2.8,3.8,0.118,3.6,2.9,6.5,3.3,AS,wembavi01,victor wembanyama,13376880.0,False
376,Vince Williams Jr.,24,MEM,SG,27,5,499,9.2,0.504,0.569,0.144,4.7,15.9,10.4,13.8,1.1,1.3,15.7,17.0,-0.1,0.5,0.4,0.04,-2.5,-0.3,-2.8,-0.1,,willivi01,vince williams jr,2301587.0,False
245,Vit Krejci,24,ATL,PG,57,16,1153,12.7,0.661,0.705,0.154,2.0,13.1,7.4,16.5,1.5,2.1,13.8,12.9,1.8,0.8,2.6,0.11,0.0,0.7,0.7,0.8,,krejcvi01,vit krejci,2349578.0,False
478,Vlatko Čančar,27,DEN,PF,13,0,136,4.6,0.462,0.577,0.0,5.1,20.0,12.9,7.7,1.1,1.3,29.7,11.5,-0.2,0.1,-0.1,-0.034,-6.5,-0.6,-7.1,-0.2,,cancavl01,vlatko cancar,600000.0,True
140,Walker Kessler,23,UTA,C,58,58,1740,20.0,0.66,0.081,0.363,16.6,27.1,21.9,8.3,1.0,7.4,15.0,13.7,3.6,1.8,5.4,0.149,1.1,0.7,1.8,1.7,,kesslwa01,walker kessler,4878938.0,False
134,Wendell Carter Jr.,25,ORL,C,68,51,1758,13.7,0.544,0.322,0.356,9.4,23.4,16.0,11.5,1.5,2.2,11.9,16.0,1.6,3.0,4.6,0.125,-2.2,0.9,-1.2,0.3,,cartewe01,wendell carter jr,10850000.0,False
377,Wendell Moore Jr.,23,2TM,SG,36,1,499,11.0,0.553,0.325,0.175,6.4,14.3,10.3,11.6,1.9,1.0,16.6,13.8,0.2,0.5,0.7,0.063,-2.6,-0.1,-2.7,-0.1,,moorewe01,wendell moore jr,1200000.0,True
450,Xavier Tillman Sr.,26,BOS,C,33,2,231,2.4,0.31,0.604,0.075,4.7,15.5,10.1,3.8,2.4,2.0,20.4,13.1,-0.7,0.4,-0.3,-0.057,-8.4,0.3,-8.1,-0.4,,tillmxa01,xavier tillman sr,2546675.0,False
498,Yuki Kawamura,23,MEM,PG,22,0,93,11.0,0.53,0.767,0.3,0.0,13.5,6.8,25.1,1.0,0.0,12.8,16.9,0.1,0.1,0.2,0.095,-2.6,-0.2,-2.8,0.0,,kawamyu01,yuki kawamura,600000.0,True
552,Yuri Collins,23,GSW,PG,2,0,16,13.9,0.333,0.0,0.0,13.1,6.9,10.1,31.9,6.1,0.0,0.0,7.9,0.0,0.0,0.1,0.214,-6.2,6.5,0.3,0.0,,colliyu01,yuri collins,600000.0,True
97,Yves Missi,20,NOP,C,73,67,1956,15.4,0.572,0.002,0.415,13.7,19.7,16.6,7.2,0.9,4.8,12.4,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3.0,-0.5,,missiyv01,yves missi,3353040.0,False
117,Zaccharie Risacher,19,ATL,SF,75,73,1843,12.2,0.558,0.442,0.191,5.0,11.1,8.0,7.1,1.3,1.8,9.8,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,ROY-2,risacza01,zaccharie risacher,13197720.0,False
274,Zach Collins,27,2TM,PF,64,12,977,16.0,0.605,0.351,0.258,11.1,19.9,15.6,15.6,1.4,2.6,15.1,17.1,1.7,1.0,2.7,0.132,-0.8,0.8,0.0,0.5,,colliza01,zach collins,18080496.0,False
191,Zach Edey,22,MEM,C,66,55,1416,18.2,0.624,0.12,0.293,17.5,23.4,20.5,6.1,1.2,5.5,15.3,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7,ROY-5,edeyza01,zach edey,6045000.0,False
17,Zach LaVine,29,2TM,SG,74,74,2602,17.3,0.639,0.438,0.233,0.9,12.0,6.5,18.3,1.1,0.4,13.4,25.3,3.7,1.4,5.1,0.094,2.3,-1.6,0.7,1.8,,lavinza01,zach lavine,47499660.0,False
346,Zeke Nnaji,24,DEN,PF,57,4,608,12.0,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2.0,5.6,8.0,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,,nnajize01,zeke nnaji,8177778.0,False
170,Ziaire Williams,23,BRK,SF,63,45,1541,11.9,0.55,0.581,0.237,4.3,17.5,10.6,8.5,2.0,1.8,10.5,18.2,0.5,1.6,2.1,0.065,-2.2,-0.1,-2.3,-0.1,,willizi02,ziaire williams,1200000.0,True
295,Zion Williamson,24,NOP,PF,30,30,857,27.3,0.6,0.026,0.474,9.3,18.2,13.6,36.6,2.1,3.0,12.8,34.7,1.9,0.6,2.5,0.141,5.9,1.0,7.0,1.9,,willizi01,zion williamson,39446090.0,False
568,Zyon Pullin,23,MEM,SG,3,0,3,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,-0.304,-15.0,-7.7,-22.7,0.0,,pullizy01,zyon pullin,600000.0,True
